Data,Campanha,Público,Criativo,Ad ID, Investimento , Faturamento (Tráfego) ,Vendas,Checkout,Visitou Página,Cliques,Impressões,Frequência, CPM ,View 3seg,View 75%,Link Criativo,Thumbnail URL,AD Status,Orçamento,"Leads 
(checkout real)","Vendas 
(real)", Faturamento (Bruto) , Comissão Líquida , Taxa (Plataforma) , Faturamento (Ingresso) , Faturamento (OrderBump) 
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,02 - Página de Captura - 180D,VD007 VAR2 - Se você faz,120238788875020429," R$  0,04 ", R$  -   ,0,0,0,0,1,1," R$  40,00 ",1,0,https://www.instagram.com/p/DTpzeVxAAub/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610940686_1194917228849234_4695314110162903048_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=J895lq-5dx4Q7kNvwHAlIDB&_nc_oc=AdmLLSNN2seI7tfylDJY_GOe4tHKo3LP1XYSLGg6mIC1OAn-FYiymeAlpupT9zGSTmA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQG6lgE4pfD2X9N1qYbqRzV8CC2lVYDhvN0VzgcL3zWfZy89Pbe_OTORTuewuRJNosCVZ0O9x8Rg&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvwIho4MYBJDmfHJ1SkJXmhFJX9IKKxGHFaLDnpYdqK1Q&oe=698FBB6D,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,03 - Envolvimento - 30D,AD006 VAR2 - Imersão Prática - L1,120238860968300429," R$  15,72 ", R$  -   ,0,0,2,3,1087,"1,56"," R$  14,46 ",0,0,https://www.instagram.com/p/DTIaLJ8gLuJ/,https://scontent.xx.fbcdn.net/v/t45.1600-4/610193062_25591898800429850_2746404784952697123_n.png?_nc_cat=100&ccb=1-7&_nc_ohc=uMnpwP9dftAQ7kNvwELr1xL&_nc_oc=AdntGV21VZQETc7vrWxJ_iY0qa6nV6kQrkIuALOPbCivymOWOjDfs9e6yU49KkwrQUc&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQErrVmUrR9aC-fqoq8OD2pqMwfXyNm47gq3PDsSnmhWBehr3DjUIm-VOdrzaHs_gL6_pawc9XSG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Aftcx8d7kjp-Vj7fawJViZLKUuPSv-DssDr5Fkp1Ps1YqA&oe=698FA5CD,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,03 - Envolvimento - 30D,VD006 - Pra estrear o presente,120238789148690429," R$  54,45 "," R$  32,00 ",1,2,6,12,2846,"1,39"," R$  19,13 ",332,19,https://www.instagram.com/p/DTpzeSVgHvZ/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609364012_848645917949172_6412136263271925129_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=vZV4QF-Iys4Q7kNvwFXQ94m&_nc_oc=AdnldwG5h0NFjDMQ57BWSMWOgnYn_kkdZxjrnTiAst5wmmXpVi9q0KZ1i4m5MHbTfug&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEWg6dlQzwTSwNNsFGZFsCeCu4hUUEF-RMo-BoB7ZOgVDV-0G9goGXvDbDF341Ql3BqDPA3xFkk&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afupd2L7MdGiyCJ5elq-gPxVwWkmxc8rJnjxkxrM-pblfg&oe=698F8AE3,CAMPAIGN_PAUSED,100,2,1," R$  32,00 "," R$  29,72 "," R$  2,28 "," R$  32,00 ", R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,03 - Envolvimento - 30D,VD007 VAR2 - Se você faz,120238789148630429," R$  52,76 ", R$  -   ,0,1,3,10,2252,"1,31"," R$  23,43 ",453,90,https://www.instagram.com/p/DTpzec4ANIH/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610940686_1194917228849234_4695314110162903048_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=J895lq-5dx4Q7kNvwHAlIDB&_nc_oc=AdmLLSNN2seI7tfylDJY_GOe4tHKo3LP1XYSLGg6mIC1OAn-FYiymeAlpupT9zGSTmA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQE2upCzoJR3P_mQQsGwhi94pFbVsMku4gqWvj05oufN753G1UqttsJmnhA1JNY1SgOm4XbbLQ3t&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afv4iyoUYTRcvVy-vZWCtPhA2jdIw12QciF0bHs9-X1czw&oe=698FBB6D,PAUSED,100,1,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,03 - Envolvimento - 30D,VD008 - Se você produz,120238789148640429," R$  10,76 ", R$  -   ,0,1,0,2,381,"1,21"," R$  28,24 ",66,4,https://www.instagram.com/p/DTp0cWPAN7y/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609318074_1818650942095012_4477711130035527396_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=eGs5y8DQ_dkQ7kNvwEg4aE2&_nc_oc=Admx-7uBmetsxo7lLfnKci8fr9-9u5DD4UDMSdbmqNCbmZZgTM9eS_bL8gwNh-iEoLc&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQG_tcaSh18eCVjDDtT3GjPD_iMcaYACMd8CqbvUeHcH1PTwB9qexXPu_9Y65DWmkDSgRZW5bfUq&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Aftp9MA6-_4A8CMGRENTmduNBE4OVADY-NvszzHYoi24tA&oe=698FB0F1,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,03 - Envolvimento - 30D,VD010 - Tem erro na pecuaria,120238789148590429," R$  1,69 ", R$  -   ,0,0,0,0,89,"1,07"," R$  18,99 ",29,2,https://www.instagram.com/p/DTp0cTlAIS_/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610959464_1778612292804766_7078608948692204672_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=i__Al8ikvb0Q7kNvwF1NCm3&_nc_oc=AdlX16VHD4ny1vrJK5S1WyX2hC_oQFjnOJKKMFC3h4OkmRlPADJrfWdlKWq0mmtdT4A&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFKXZSNhSa58IsZjcgNSHxr93HHwPH_vgDjJPJjqRNZvMDi3DkqA1gBhYvyYvtR3MyTQHkcjTuX&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Aftg4QfynvOPrHO6tWDtOMT1oGY6FwVtmtR-HSnyxlEqOg&oe=698FAF64,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,04 - Seguidores,AD006 VAR2 - Imersão Prática - L1,120238860968330429," R$  9,24 ", R$  -   ,0,0,1,2,944,"1,33"," R$  9,79 ",0,0,https://www.instagram.com/p/DTp0hjYgN-O/,https://scontent.xx.fbcdn.net/v/t45.1600-4/610193062_25591898800429850_2746404784952697123_n.png?_nc_cat=100&ccb=1-7&_nc_ohc=uMnpwP9dftAQ7kNvwELr1xL&_nc_oc=AdntGV21VZQETc7vrWxJ_iY0qa6nV6kQrkIuALOPbCivymOWOjDfs9e6yU49KkwrQUc&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQH304RxH2MTpTPVQqVsbZKuLQQ983SwR5T8YLZASJCzm3j0m6YTjsr4pOwb6Vf1SVE-aj-KzKEm&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AftigcvzMTQk3UdOt5wnGOHSHf2zkjASlEqeybArT77KoA&oe=698FA5CD,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,04 - Seguidores,VD006 - Pra estrear o presente,120238789157600429," R$  57,63 ", R$  -   ,0,1,8,15,3442,"1,33"," R$  16,74 ",485,41,https://www.instagram.com/p/DTp0cGLgBrX/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609364012_848645917949172_6412136263271925129_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=vZV4QF-Iys4Q7kNvwFXQ94m&_nc_oc=AdnldwG5h0NFjDMQ57BWSMWOgnYn_kkdZxjrnTiAst5wmmXpVi9q0KZ1i4m5MHbTfug&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEYBkxATjmdnAWsIfT5Rs20Hj153Qap8iBNsI5hFRTbGcwcUmNwG3wV7KP_RKeQcmBm3utmNXxq&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftocGw7-EDAXtF9EjCf3BSAy-xMTwuouA9Rfmo7PQG1oA&oe=698F8AE3,ADSET_PAUSED,100,1,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,04 - Seguidores,VD007 VAR2 - Se você faz,120238789157560429," R$  19,15 ", R$  -   ,0,0,2,4,1330,"1,28"," R$  14,40 ",273,26,https://www.instagram.com/p/DTp0cOjgCkP/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610940686_1194917228849234_4695314110162903048_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=J895lq-5dx4Q7kNvwHAlIDB&_nc_oc=AdmLLSNN2seI7tfylDJY_GOe4tHKo3LP1XYSLGg6mIC1OAn-FYiymeAlpupT9zGSTmA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEQPcTYhgeECfUrHo3-KM2K-xmJd6ronXTWNa07R6CV5sLMD0Kn_a5iikFbv8EJLkac80Ae8L3v&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AftVaDERbu4tjLR1hEaAYBKltoNqpK5Cz_JFYiIXn_oc2w&oe=698FBB6D,PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,04 - Seguidores,VD008 - Se você produz,120238789157580429," R$  5,88 ", R$  -   ,0,0,0,2,321,"1,15"," R$  18,32 ",50,3,https://www.instagram.com/p/DTp0cRNgKTG/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609318074_1818650942095012_4477711130035527396_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=eGs5y8DQ_dkQ7kNvwEg4aE2&_nc_oc=Admx-7uBmetsxo7lLfnKci8fr9-9u5DD4UDMSdbmqNCbmZZgTM9eS_bL8gwNh-iEoLc&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQE5GpcIPfbCY0K8ihedlKUloeHhhWUZhfFVyYIC6gNudHKjdG2PD_jwZYdBMkCSQoIDX__LiVfl&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afs-y9IjmbRsA4oydJRsV_J3PWiBgtyi9-5Vbt0gLNLBEQ&oe=698FB0F1,ADSET_PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Escala,04 - Seguidores,VD010 - Tem erro na pecuaria,120238789157500429," R$  4,96 ", R$  -   ,0,0,0,0,324,"1,21"," R$  15,31 ",64,6,https://www.instagram.com/p/DTp0cG_AL7i/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610959464_1778612292804766_7078608948692204672_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=i__Al8ikvb0Q7kNvwF1NCm3&_nc_oc=AdlX16VHD4ny1vrJK5S1WyX2hC_oQFjnOJKKMFC3h4OkmRlPADJrfWdlKWq0mmtdT4A&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFDLFMbdth5-sUcSD8mQA3UDdGqjP_pAioJ4nB1sMVUS87LrzuapADQG-_JVJjhwnkaSQ4Zq43N&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuDWEAeYEoHkr3ds2vXDH42wKS4l7aw76ypJBYADlme9w&oe=698FAF64,ADSET_PAUSED,100,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD005 VAR2 - Transforme sua fazenda - L1,120238835094040429," R$  5,33 ", R$  -   ,0,1,0,0,295,"1,19"," R$  18,07 ",0,0,https://www.instagram.com/p/DTOtbPwANMz/,https://scontent.xx.fbcdn.net/v/t45.1600-4/610319753_25591906587095738_5350858943329870963_n.png?_nc_cat=105&ccb=1-7&_nc_ohc=ezQyBX5YWG8Q7kNvwGahtyX&_nc_oc=Adlc_h9Hhu2UA2tpoOK5QL5elEabv1kU02bSkXkQmdJ0MwFD9ejLGTewb1iNiTvU-As&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGBwl8eTWBdLQZQ1LgamGA7p7fDHEs2xUC-0JnrkWfWlv7FAN_hItr2gTWgaxdHcpkjU0hCUePt&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AftPigLkOBll38INROjdtzVIBB-d4D500xhEi0DHYO6NaQ&oe=698FA91C,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD006 VAR2 - Imersão Prática - L1,120238835085420429," R$  5,16 ", R$  -   ,0,0,0,0,352,"1,32"," R$  14,66 ",0,0,https://www.instagram.com/p/DTOtNlHAEHb/,https://scontent.xx.fbcdn.net/v/t45.1600-4/610193062_25591898800429850_2746404784952697123_n.png?_nc_cat=100&ccb=1-7&_nc_ohc=uMnpwP9dftAQ7kNvwELr1xL&_nc_oc=AdntGV21VZQETc7vrWxJ_iY0qa6nV6kQrkIuALOPbCivymOWOjDfs9e6yU49KkwrQUc&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQE2GSlGKtTi4QPpobp3MxhxMjhyPOFEiLAwtctdvimo3h0vgHljICwPefqf3IwVkBEhQC7MgyUS&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AftVqsXBXB6c9ZJ5QHC1HNq3wE-xMOS80-i0COZuGsCE0w&oe=698FA5CD,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD011 - Imersão prática - L1,120238834017430429," R$  43,86 ", R$  -   ,0,0,1,5,2490,"1,45"," R$  17,61 ",0,0,https://www.instagram.com/p/DTOtZyCAJIR/,https://scontent.xx.fbcdn.net/v/t45.1600-4/609484949_25591868147099582_4651655225489380096_n.png?_nc_cat=111&ccb=1-7&_nc_ohc=opxdYM-pBLsQ7kNvwGz4y2u&_nc_oc=Adl0UQ7ESpRQfsMh2-gtPT2qypMnv68IoCqaV6ALX0M_238JVUwJO4uqh6gQClLmcTk&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGzf-H78aBY5WCKt2WGi4seCV5-jM1ZXJT_d2tNR_fQtu5pxtTEF8RHU-Dq3d2url_J4vdmz2sw&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfvBlvWkTqVSeCM-UTrjc_0UUnfZq0JmfCgOia85N-oyNQ&oe=698F92E3,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD012 - Tenha Clareza - L1,120238835067830429," R$  58,75 "," R$  121,00 ",2,2,10,14,3906,"1,5"," R$  15,04 ",0,0,https://www.instagram.com/p/DTOtbp-AEj4/,https://scontent.xx.fbcdn.net/v/t45.1600-4/609175271_25591884363764627_4318525270749424407_n.png?_nc_cat=101&ccb=1-7&_nc_ohc=IYTbTdvvasgQ7kNvwH9ZqSp&_nc_oc=AdnzTfgHHMUtVJew08r4YoVdt9U8yL5Kk7bIgXws4ObhH3p5mrPDUv-aJLSrg5YrTNI&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFRkVOYAAm8tsIwOEupGFlNK9UsFxwMQj6kaut5jKq3uvnnrPotSs9ANjKM7fO2OXNBQdKF-2hR&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_AfuiGAA65MyF4iYpOxU1VIjjQCJCu_gMyxe3VWW8TfDnQw&oe=698FB1C3,PAUSED,250,2,2," R$  121,00 "," R$  114,16 "," R$  6,84 "," R$  64,00 "," R$  57,00 "
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,AD013 - Comece o ano - L1,120238835080820429," R$  22,55 ", R$  -   ,0,2,3,5,1658,"1,21"," R$  13,60 ",0,0,https://www.instagram.com/p/DTGbGr8gEwI/,https://scontent.xx.fbcdn.net/v/t45.1600-4/609333599_25591891303763933_8811841298589320645_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=wdtJheZ1Q2UQ7kNvwGkGpbL&_nc_oc=Adkj8lCBcuGTg-Ymt6byNOU_JT_UVbWjdWYe68JJga_TY8RKlFOgNULKRyY5BaZGKDU&_nc_zt=1&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGZiUYU_RwRa2uSrFeD10t7PvJcltWsYY-KV0v_r4TpHkY23Bu5IQrUgJ8sAcBp7RnKJQnLyxx4&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=4c02d7&_nc_sid=58080a&oh=00_Afvcg7OmI3SMle5m8s1arUhrWSwqESHAOGgqZeOC7Zk_LQ&oe=698FA4A8,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD001 - Olha quem voltou,120238705578090429," R$  9,54 ", R$  -   ,0,0,0,2,367,"1,24"," R$  25,99 ",73,8,https://www.instagram.com/p/DTpslk3gEUV/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610097612_830584266685238_5432767366953751078_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=wNcrhW_wGzcQ7kNvwHLVmNk&_nc_oc=AdkQOZtF-oHbai5-iQks6-nfTIYN5qkxNY4CTX5PXK9n1S510e__5ex73kvkrR_cw_U&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQHgjxdDP4zMaO9HLG55Wtg_MIWOOLhp-6dOO4derXEZRgstrlR4nSdBPLVWgUEKBOVRodA91JMG&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfsUWguablY9di0CP_kBdqtbj0YCdmb8dLeKxbFgx0_GvQ&oe=698FA9EC,CAMPAIGN_PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD002 - Bora começar 2026,120238705591260429," R$  15,67 ", R$  -   ,0,0,1,5,480,"1,36"," R$  32,65 ",64,12,https://www.instagram.com/p/DTOtVSugCqK/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609664326_1367675208471796_8036231069862243988_n.jpg?_nc_cat=108&ccb=1-7&_nc_ohc=uj6mKnwLxzoQ7kNvwETUq0g&_nc_oc=AdmibTnJOSc0umso1NVezYzjzr1HYzp8e4ZW_CPxA8DM2pleLlt5s7S0eJIxQFA91rg&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQGkFcqFe2sZiu87pfxRBUOajE14MfU6AX0S0yy_bXrAVpfPpW7xIlCIg4Aj3mK-0NgTbkaen74j&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuQ7aUObTZkeHLl0GGk6QIMgEVviyxjMct1I0h2kSeHCA&oe=698FA015,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD003 - Você ja teve a sensação,120238705592790429," R$  5,59 ", R$  -   ,0,0,0,0,120,"1,05"," R$  46,58 ",21,4,https://www.instagram.com/p/DTpslkogIXl/,https://scontent.xx.fbcdn.net/v/t15.5256-10/607523198_864932132841228_5610931628631544951_n.jpg?_nc_cat=104&ccb=1-7&_nc_ohc=6E4jtUnV9-4Q7kNvwHU5EKW&_nc_oc=AdkNjUgAmcLaocmtecvs8954x3iZlXA4Wb1OhnAvtZuicA7vXl1jCZzx2iG7lm1dT9Y&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEiZCyZEdXcBhRhdXJo-xqxIQtAYzRiMy0GhfjhWK5MK5z-cenzF_mdvxdAaPrgMRSVU8XKPMQw&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfvT9F7IbAzY65X8fcdni_Z1vVBdavptYqsjDGo09nKPKA&oe=698F916C,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD005 - 2026 um ano que tem,120238705592810429," R$  13,64 ", R$  -   ,0,0,0,1,238,"1,21"," R$  57,31 ",52,6,https://www.instagram.com/p/DTOtLAVAOTa/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609530057_25414698018179799_8883289485076568667_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=oi3VEQZohwsQ7kNvwGqzYwp&_nc_oc=Adn8JWJK47ymyK9-2GpMyO_8Xp719buvVQRqRCCVEzvTWNCy28B-ZtGR0LeY5hBG06A&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQEL5HNcIottg9Uhw9qDPOxICQ08j7gNs2iDVv9h_hXsb8uBjp6lSkLL42G11E2isELfuw5POnHO&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfuQwGUAtWQukH7Ex9GxAdPGe91i_ia9RS-kR6kIag5nwQ&oe=698F8BB2,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD006 - Pra estrear o presente,120238705592820429," R$  29,81 "," R$  229,00 ",1,1,5,8,1254,"1,19"," R$  23,77 ",200,18,https://www.instagram.com/p/DTpslvKAJZC/,https://scontent.xx.fbcdn.net/v/t15.5256-10/609364012_848645917949172_6412136263271925129_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=vZV4QF-Iys4Q7kNvwFXQ94m&_nc_oc=AdnldwG5h0NFjDMQ57BWSMWOgnYn_kkdZxjrnTiAst5wmmXpVi9q0KZ1i4m5MHbTfug&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQFs0sX2iHJKepefdMrWBQNZ5zas0FcKxsPgyKtcpeDGFbmcqTMNssVarqBoVhhjPvGVnvzdeZWA&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afv_tR9tZP0n_N8UiSF68zcCWam6k2jNlQ_6R7YflhPJLw&oe=698F8AE3,CAMPAIGN_PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
05/01/2026,[RA][VENDAS] Imersão Fazenda Lucrativa - Teste,00 - [Advantage] Público Aberto,VD007 VAR2 - Se você faz,120238767754190429," R$  0,04 ", R$  -   ,0,0,0,0,3,1," R$  13,33 ",0,0,https://www.instagram.com/p/DTpsllsAASL/,https://scontent.xx.fbcdn.net/v/t15.5256-10/610940686_1194917228849234_4695314110162903048_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=J895lq-5dx4Q7kNvwHAlIDB&_nc_oc=AdmLLSNN2seI7tfylDJY_GOe4tHKo3LP1XYSLGg6mIC1OAn-FYiymeAlpupT9zGSTmA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=21WJjViBtSlV5G7zzxZrFQ&_nc_tpa=Q5bMBQF64Dd_lw3NUzQx0ROJHVUbMSX9v-06WBMiZowjqmMlFps991aAZLHFjciyTExZ_JOHu4KpcKNP&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Aftu64vbK7F2lzwrr0QswIfERChXdmsJmurcpoSwLJiaiQ&oe=698FBB6D,PAUSED,250,0,0, R$  -   , R$  -   , R$  -   , R$  -   , R$  -   
